repo_nombre,es_privado,tiene_readme,documentacion,archivo_origen,fecha_actualizacion,url_repositorio,clasificacion_dinamica
programmingwithclaudio/bots_whatsapp_send_reports,Sí,Sí,"Resets Descarta todos los cambios locales (incluso archivos nuevos no rastreados) git reset --hard Elimina archivos no rastreados (logs, temporales, etc.) git clean -fd Trae la última versión del repositorio remoto git fetch origin Fuerza tu rama local a ser igual a la del remoto git reset --hard origin/main",README.md,2025-10-28 13:35:34,https://github.com/programmingwithclaudio/bots_whatsapp_send_reports,"{""proposito_principal"": ""Script para enviar reportes automatizados por WhatsApp"", ""dominio_aplicacion"": ""Automatización y Mensajería"", ""tipo_proyecto"": [""CLI Tool"", ""Bot""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Envío automatizado de mensajes"", ""Integración con WhatsApp""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source""]}"
programmingwithclaudio/cashtrackr,Sí,Sí,"dev components tailwind react icons docker .env and docker-compose.yml createdatabase prisma developer fronted useFormState useActionState setion 50 video 7 server componentes para traer datos desde orm, fecth api e informacion, autenticacion, api keys o token client componentes onclick, onsubmit, onchange, etc. Hooks useState, useEffect y useReducer.LIbrerias Toast, Zustand y otras del cliente. LocalStorage notification api, geolocation api, api externa copn react query o otras liberias la primera vez se ejecuta e el servidor despues en el cliente , se llama hidratacion server actions son funciones asincronas que se ejecutan en el servidor y pueden utilizar componentes de cliente y servidor nexts js cookiers son un dynamic function que su valor de retorno no se puede saber por anticipado headlessui PasswordResetHandler.tsx ResetPasswordForm.tsx ValidateTokenForm.tsx validate-token-action.ts",README.md,2025-01-30 01:08:56,https://github.com/programmingwithclaudio/cashtrackr,"{""proposito_principal"": ""Sistema de seguimiento y gestión de finanzas personales"", ""dominio_aplicacion"": ""Finanzas"", ""tipo_proyecto"": [""Full Stack Web"", ""Dashboard""], ""tecnologias_backend"": [""Next.js"", ""Prisma""], ""tecnologias_frontend"": [""React"", ""Tailwind CSS"", ""Headless UI""], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Docker""], ""funcionalidades_clave"": [""Autenticación"", ""API keys/tokens"", ""LocalStorage"", ""Notifications API"", ""Geolocation API"", ""Server Actions"", ""Cookies"", ""Password reset"", ""Token validation""], ""lenguajes_programacion"": [""JavaScript"", ""TypeScript""], ""tags_adicionales"": [""Open Source"", ""Production"", ""ORM"", ""React Query"", ""Zustand"", ""Toast notifications""]}"
programmingwithclaudio/cluster_local_lendingclub,No,Sí,"Proyecto de Clústeres local con Hadoop, Pyspark y Airflow This dataset contains the full LendingClub data available from their site. There are separate files for accepted and rejected loans. The accepted loans also include the FICO scores, which can only be downloaded when you are signed in to LendingClub and download the data (https://www.kaggle.com/datasets/wordsforthewise/lending-club). Inicio de Docker y Contenedores Cluster local Descarga los archivos y ubicalos de kaggle 1Gb, según directorio muestra Migración de archivos comprimidos al cluster Desarrollo del Proyecto Valida la clave de inicio de notebook en los logs del contedor Previo a la carga airflow valida la creación y permisos de carpetas que requiere airflow Referencias: Docker. (2024). Docker.com. https://hub.docker.com/u/bde2020 George, N. (2018). All Lending Club loan data (Version 3) Data set. Kaggle. https://www.kaggle.com/wordsforthewise/lending-club",README.md,2024-01-27 23:23:40,https://github.com/programmingwithclaudio/cluster_local_lendingclub,"{""proposito_principal"": ""Análisis de datos de préstamos de LendingClub usando clúster local con Hadoop, PySpark y Airflow"", ""dominio_aplicacion"": ""Finanzas"", ""tipo_proyecto"": [""Data Pipeline"", ""Data Analysis""], ""tecnologias_backend"": [""PySpark""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""Hadoop"", ""Airflow""], ""funcionalidades_clave"": [""Procesamiento de datos distribuido"", ""Orquestación de workflows"", ""Análisis de datos financieros""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Data Processing"", ""Cluster Computing""]}"
programmingwithclaudio/coding_c_plus,No,Sí,,README.md,2025-10-22 04:25:33,https://github.com/programmingwithclaudio/coding_c_plus,"{""proposito_principal"": ""No se puede determinar - falta información del proyecto"", ""dominio_aplicacion"": ""No se puede determinar - falta información del proyecto"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/consolidado-etl-sql,Sí,Sí,Querys Filters Tabla final- reintento rezagada,README.md,2024-08-22 20:44:29,https://github.com/programmingwithclaudio/consolidado-etl-sql,"{""proposito_principal"": ""Procesamiento ETL con filtros y reintentos para datos rezagados"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""ETL Pipeline"", ""Data Processing""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Filtros de consultas"", ""Tabla final consolidada"", ""Reintentos para datos rezagados""], ""lenguajes_programacion"": [""SQL""], ""tags_adicionales"": []}"
programmingwithclaudio/controlnet-automatizacion-holders,Sí,Sí,"AUTOMATIZACIÓN TASKFORCE-CONTROLNET Requisitos según detalles Google chrome-version-Version: 135.0.7049.95 chrome-driver Intalar librerías Credenciales de google Procedimiento ACTUALIZACIÓN INICIAL DIARIA Descarga Manual de archivos , , Ruta de directorio: Abrir directorio con VSCODE Ejecutar ACTUALIZACIÓN DIA ANTERIOR Descarga Manual de archivos , Ruta de directorio: Abrir directorio con VSCODE Ejecutar CAPTURAS: Ruta de Archivos Descargados - Abrir y Ejecutar https://doc.evolution-api.com/v1/en/install/nvm https://docs.n8n.io/hosting/installation/npm/",README.md,2025-10-16 22:02:40,https://github.com/programmingwithclaudio/controlnet-automatizacion-holders,"{""proposito_principal"": ""Automatización de tareas de captura y procesamiento de datos para taskforce ControlNet"", ""dominio_aplicacion"": ""Automatización de procesos"", ""tipo_proyecto"": [""Script de automatización"", ""Task automation""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Descarga manual de archivos"", ""Ejecución de scripts de actualización diaria"", ""Gestión de rutas de directorio"", ""Captura de datos""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Google Chrome"", ""Chrome Driver"", ""Evolution API"", ""n8n"", ""nvm""]}"
programmingwithclaudio/control_cortes_automaticos,Sí,No,Sin documentación disponible,,2025-10-28 14:46:33,https://github.com/programmingwithclaudio/control_cortes_automaticos,"{""proposito_principal"": ""No se puede determinar sin documentación disponible"", ""dominio_aplicacion"": ""No se puede determinar sin documentación disponible"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/CP05_20FT_01,Sí,Sí,"Carrera Data Science - Módulo 1 Bienvenido al Checkpoint del Módulo 1 de la Carrera Data Science. ¡ Por favor lee TODO este material con atención INTRODUCCION El Checkpoint es un desafío técnico donde evaluamos conceptos vistos en el módulo. En esta instancia, buscamos asegurarnos que todos nuestros aplicantes tengan una base de conocimientos mínimos necesarios para luego seguir aprendiendo temas nuevos. Debe resolverse de manera individual. Si te copias o recibes ayuda de compañeros, además de estar incumpliendo con las normas de Henry (lo que te dejaría afuera de la carrera), estarás perjudicándote a ti mismo, porque el primer día de clase estarías extremadamente perdido. PASOS PARA RESOLVER EL CHECKPOINT: FORK Primero debes forkear este repo, haciendo click en el botón de arriba a la derecha. Una vez que tengas una copia de este repo en tu cuenta de , cloná el repo dentro de una nueva carpeta (en nuestro ejemplo, va a ser ""checkpoint_m1""). Asegurate de no utilizar la misma que el prep curse. Una vez clonado entrá a esa carpeta y ejecutá los siguientes comandos: python tests.py Si ves los tests fallando, estás listo para comenzar, si no lee bien el output para identificar cual es el error. RESOLVER EL CHECKPOINT Tu tarea es completar el código en de tal forma que pasen la mayoría de los tests. ENTREGAR TU CHECKPOINT Correr por ultima vez los tests y verificar cuantos pasan. Ten en cuenta que si te aparece ""1 failed;1 total"" es porque tienes un error de sintaxis: seguramente falta o sobra un corchete, paréntesis, dos puntos, etc. Saca un print de pantalla de tus tests. Luego, debes subir un commit a tu repo. Para hacerlo, debes ejecutar el siguiente comando: git add . git commit -m 'checkpoint commit' git push origin main Una vez finalizado, chequea: Que veas los cambios reflejados en el repo de tu cuenta de github (entrando a tu repo desde el browser.) Que no haya un require - solo debe haber codigo dentro de las funciones de cada ejercicio Atención: no debes realizar un commit después de la hora de entrega porque se anulara la totalidad del examen. Revisar la hora del entrega del examen en los emails que te llegaron. ¿TENES ALGUN PROBLEMA / CONSULTA? Si te ocurre algún problema, revisa los canales en Slack. Probablemente a algún compañero le paso algo similar y ya lo consulto. Si no encuentras la respuesta, puedes publicar un mensaje en dicho canal. No se puede hacer consultas sobre la resolucion de los ejercicios. GUIA DE ERRORES COMUNES Para...",README.md,2023-12-01 16:18:29,https://github.com/programmingwithclaudio/CP05_20FT_01,"{""proposito_principal"": ""Evaluación técnica de conocimientos básicos de Data Science para estudiantes de Henry"", ""dominio_aplicacion"": ""Educación"", ""tipo_proyecto"": [""Evaluación técnica"", ""Checkpoint académico""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Ejecución de tests automatizados"", ""Evaluación de código Python"", ""Verificación de sintaxis""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Educativo"", ""Evaluación"", ""Checkpoint"", ""Henry"", ""Data Science""]}"
programmingwithclaudio/creditrisk-app,Sí,Sí,"Desarrollo de apps MODELS: Table, Column, Unique, AllowNull, Model, DataType, ForeignKey, BelongsTo, HasMany, Index / TYPES: LoanStatus, EmploymentStatus CONTROLLER : getAll- create- getById- updateById- deleteById VALIDACIONES : (authenticate) - validateBudgetId - validateBudgetExists - hasAccess / validateBudgetInput - handleInputErrors ROUTE : (use) - param - get - post - put -delete Crear el archivo : Modificar el archivo : Reinstalar dependencias con : Esto volverá a instalar todas las dependencias con las nuevas versiones correctas y evitará el error relacionado con . Comando para instalar las dependencias correctamente: Si prefieres no modificar manualmente el archivo , puedes instalar las dependencias nuevamente pero excluyendo la versión problemática de o fijando la versión correcta directamente durante la instalación. Esto lo puedes hacer con el siguiente comando: Desarrollar base de datos Implementar Logica de muchos a muchos En una base de datos, las relaciones de muchos a muchos (many-to-many) se manejan mediante una tabla intermedia o de unión (también conocida como tabla de unión o tabla puente). Esta tabla intermedia contiene las claves foráneas de las dos tablas que se relacionan, permitiendo que múltiples registros de una tabla se relacionen con múltiples registros de otra tabla. En tu caso, si identificas que falta una relación de muchos a muchos, puedes agregar una tabla intermedia para manejar esa relación. Por ejemplo, si quisieras que un (Prestatario) pueda tener múltiples y un pueda aplicarse a múltiples , necesitarías una tabla intermedia para manejar esta relación. Aquí te muestro cómo podrías estructurar una relación de muchos a muchos entre y : Explicación: Borrower: Contiene la información del prestatario. CreditScoreModel: Contiene la información del modelo de puntaje crediticio. BorrowerCreditScoreModel: Es la tabla intermedia que maneja la relación de muchos a muchos entre y . Esta tabla tiene dos claves foráneas: : Hace referencia al de la tabla . : Hace referencia al de la tabla . Ejemplo de uso: Un puede tener múltiples . Un puede aplicarse a múltiples . Ejemplo de datos: Borrower: - CreditScoreModel: - BorrowerCreditScoreModel: (Juan Perez tiene el modelo A) (Juan Perez también tiene el modelo B) (Maria Lopez tiene el modelo A) Modelo de datos cloud --- Diferencias Clave: | Característica | Código Postal | Ubigeo | |---------------|-------------|--------| | Institución que lo asigna | Serpost | INEI | | Número de...",README.md,2025-02-05 06:35:37,https://github.com/programmingwithclaudio/creditrisk-app,"{""proposito_principal"": ""Sistema de gestión de riesgo crediticio para préstamos"", ""dominio_aplicacion"": ""Finanzas"", ""tipo_proyecto"": [""API REST"", ""Full Stack Web""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Autenticación"", ""Validación de presupuestos"", ""Gestión de préstamos"", ""Relaciones muchos a muchos entre prestatarios y modelos de puntaje crediticio"", ""CRUD completo para entidades""], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/crud-appscript-lookerstudio,Sí,Sí,"crud-appscript-lookerstudio crud-appscript-lookerstudio es una aplicación que tiene como base de datos google sheets y utiliza una interfaz gráfica para gestion de ingreso, actualización y eliminación registros y finalmente conecta con looker studio para parte gráfica Crear Modelo de Datos en e Iniciar App Scripts , copiar los script desarrollados en el folder Habilitar la opcion de servcios Ingresar a Looker compartir y obtener el enlace flowchart App Scripts Looker Studio Materiales script lookerstudio",README.md,2025-02-24 06:20:37,https://github.com/programmingwithclaudio/crud-appscript-lookerstudio,"{""proposito_principal"": ""Aplicación CRUD con base de datos Google Sheets e interfaz gráfica para gestión de registros, conectada con Looker Studio para visualización de datos"", ""dominio_aplicacion"": ""Business Intelligence / Data Visualization"", ""tipo_proyecto"": [""Full Stack Web"", ""Dashboard"", ""Data Integration""], ""tecnologias_backend"": [""Google Apps Script""], ""tecnologias_frontend"": [], ""bases_datos"": [""Google Sheets""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Operaciones CRUD (Create, Read, Update, Delete)"", ""Integración con Google Sheets como base de datos"", ""Conexión con Looker Studio para visualización"", ""Interfaz gráfica para gestión de registros""], ""lenguajes_programacion"": [""JavaScript""], ""tags_adicionales"": [""Google Workspace Integration"", ""Data Management"", ""Business Intelligence""]}"
programmingwithclaudio/dev_ia_dbaw,Sí,Sí,Sentiment Analysis Named Entity Recognition Question Answering con Context Text Summarization Translation Classification Text Generation Image Generation Audio Generation VERSION OPTIMIZADA PARA 8GB RAM Usa esta versión si el código anterior consume mucha memoria ✅ Cómo Harvey está revolucionando los servicios legales mediante LLMs. ✅ Cómo Nebula.io está transformando la gestión del talento y reclutamiento con IA. ✅ Cómo Bloop.ai está resolviendo los desafíos del código legado utilizando LLMs. ✅ Implementación de Salesforce Einstein Copilot Health Actions en el sector salud. ✅ Cómo Khan Academy está mejorando la educación mediante LLMs.,README.md,2025-11-10 01:32:01,https://github.com/programmingwithclaudio/dev_ia_dbaw,"{""proposito_principal"": ""Demostración y análisis de casos de uso de LLMs en diferentes industrias"", ""dominio_aplicacion"": ""Educación"", ""tipo_proyecto"": [""Análisis de Casos de Estudio"", ""Documentación Técnica""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""LLMs""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Análisis de casos de uso de IA"", ""Documentación de implementaciones de LLMs""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Casos de Estudio"", ""Documentación"", ""Análisis de IA""]}"
programmingwithclaudio/docker_airflow_cluster_v1,No,Sí,"Reporte para el Análisis de estudios de mercado en segmentos. (https://github.com/programmingwithclaudio/iachatlangchain) (https://github.com/programmingwithclaudio/iachatlangchain) Este proyecto implementa una arquitectura de datos completa que orquesta el proceso de scraping, staging y carga a MinIO como utilizando Airflow. Objetivo: Automatizar un flujo de análisis de estudios de mercado para las importaciones en Perú. Se actualizará cada 15 días. Flujo de operaciones en la Orquestación con Airflow Scraping y Extracción: Se utiliza Selenium y BeautifulSoup para extraer dinámicamente los enlaces de archivos ZIP de la web de Aduanas. Staging y Persistencia: Se implementa temporalmente un directorio de staging y se registra su metadata (nombre, URL, fecha, estado y rutas de staging/MinIO) en una base de datos PostgreSQL mediante psycopg2. Carga a MinIO: Utilizando boto3, los archivos validados se suben a un bucket en MinIO para un almacenamiento centralizado , Orquestación con Airflow: Todo el flujo está orquestado mediante un DAG de Airflow que coordina las tareas de scraping, descarga y carga, garantizando robustez, escalabilidad y manejo de fallos a través de políticas de reintentos y control de estados. Despliegue y Escalabilidad: La infraestructura se levanta con Docker Compose, integrando servicios clave (Postgres, Redis, MinIO, Kafka, Spark) para soportar un ecosistema de datos distribuido y listo para pipelines ETL avanzados. Esta solución permite la integración de datos desde fuentes web, su validación y almacenamiento centralizado, sirviendo como base para procesos de análisis y transformación de datos en entornos empresariales. Requisitos: Git Docker, Docker-Compose Linux o Windows con (WSL) Nota: ArchiLinux +XFCE (Desktop) la mejor distribución Comandos del proyecto: Referencias ""Designing Data-Intensive Applications"" (Martin Kleppmann, 2017) ""Streaming Systems: The What, Where, When, and How of Large-Scale Data Processing"" (Tyler Akidau et al., 2018)",README.md,2025-06-24 13:07:40,https://github.com/programmingwithclaudio/docker_airflow_cluster_v1,"{""proposito_principal"": ""Automatizar un flujo de análisis de estudios de mercado para las importaciones en Perú mediante scraping, staging y carga de datos"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""Pipeline de datos"", ""ETL"", ""Orquestación""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL""], ""ml_ia"": [], ""devops_cloud"": [""Docker"", ""Docker Compose""], ""funcionalidades_clave"": [""Scraping web con Selenium y BeautifulSoup"", ""Orquestación con Airflow DAG"", ""Carga a MinIO"", ""Manejo de estados y reintentos"", ""Validación de archivos""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Producción"", ""Arquitectura de datos distribuida""]}"
programmingwithclaudio/dotfiles,No,Sí,"Available with Ubuntu/Debian | Archlinux Dotfiles (https://github.com/morhetz/gruvbox) (https://neovim.io) (https://github.com/programmingwithclaudio/dotfiles) (https://opensource.org/licenses/MIT) Requirements: Git Node yay Clone dotfiles or download Ejecuta el siguiente comando en tu terminal para clonar el repositorio que contiene tus configuraciones personalizadas: EXEC script settings: Una vez clonado el repositorio, ejecuta el script que configura tu entorno: Reemplaza los files basicos de configuracion por los de la repo Reemplaza los files basicos de configuracion por los de la repo",README.md,2025-03-11 22:45:56,https://github.com/programmingwithclaudio/dotfiles,"{""proposito_principal"": ""Configuración y personalización de entorno de desarrollo mediante dotfiles"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""CLI Tool"", ""Configuration Management""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Git""], ""funcionalidades_clave"": [""Reemplazo de archivos de configuración"", ""Script de configuración automática"", ""Personalización de entorno de desarrollo""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source"", ""MIT License"", ""Dotfiles"", ""Neovim"", ""Gruvbox Theme""]}"
programmingwithclaudio/enero-uptask-mern,Sí,No,Sin documentación disponible,,2025-01-04 00:40:01,https://github.com/programmingwithclaudio/enero-uptask-mern,"{""proposito_principal"": ""No se puede determinar sin documentación disponible"", ""dominio_aplicacion"": ""No se puede determinar sin documentación disponible"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/etl-process-operator,Sí,Sí,"Voy a ayudarte a integrar Prefect y organizar las dependencias necesarias. Para instalar las dependencias, necesitas ejecutar: Las principales mejoras con Prefect incluyen: Orquestación de tareas: Cada operación importante es ahora una tarea de Prefect (@task) El flujo principal está decorado con @flow Reintentos automáticos para operaciones propensas a fallar Caché y optimización: Caché de conexiones a base de datos Reintentos configurados para operaciones de DB Control de tiempo de expiración de caché Monitoreo y logging: Mejor trazabilidad de errores Monitoreo de estado de tareas Métricas de ejecución Para ejecutar el flujo con la UI de Prefect, necesitas: Iniciar el servidor Prefect: En otra terminal, iniciar un worker: Ejecutar el script: También puedes programar el flujo para que se ejecute periódicamente:",README.md,2025-03-11 04:09:27,https://github.com/programmingwithclaudio/etl-process-operator,"{""proposito_principal"": ""Orquestación y automatización de procesos ETL (Extract, Transform, Load) usando Prefect"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""ETL Pipeline"", ""Data Pipeline""], ""tecnologias_backend"": [""Prefect""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Orquestación de tareas"", ""Reintentos automáticos"", ""Caché de conexiones a base de datos"", ""Monitoreo de estado de tareas"", ""Métricas de ejecución"", ""Programación periódica de flujos""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source""]}"
programmingwithclaudio/etl_postgres_gaming,No,Sí,Proyecto ETL postgres para Rubro Gaming y visualización grafana Justificación de Proyecto Youtube Presentación Integrador Gaming Complementos de con otras tecnologias Esquema relacional (https://postimg.cc/R6dx6DVd) Grafana (https://postimg.cc/Z04QBHNB),README.md,2024-02-01 17:41:23,https://github.com/programmingwithclaudio/etl_postgres_gaming,"{""proposito_principal"": ""Proyecto ETL para procesamiento de datos del rubro Gaming con visualización en Grafana"", ""dominio_aplicacion"": ""Gaming"", ""tipo_proyecto"": [""ETL Pipeline"", ""Dashboard"", ""Data Processing""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Procesamiento ETL"", ""Visualización de datos"", ""Dashboard Grafana""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Open Source"", ""Data Analytics"", ""Business Intelligence""]}"
programmingwithclaudio/etl_postgres_grafana,Sí,Sí,,README.md,2024-01-30 08:38:20,https://github.com/programmingwithclaudio/etl_postgres_grafana,"{""proposito_principal"": ""Pipeline ETL para extraer, transformar y cargar datos en PostgreSQL con visualización en Grafana"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""Pipeline de datos"", ""ETL""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL""], ""ml_ia"": [], ""devops_cloud"": [""Grafana""], ""funcionalidades_clave"": [""Extracción de datos"", ""Transformación de datos"", ""Carga de datos"", ""Visualización de datos""], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/etl_servicar_company,No,Sí,"Informe del Proyecto ETL - Tratamiento y Carga de Datos desde Excel a SQLite Introducción El presente informe detalla el desarrollo y la implementación de un proceso ETL para la extracción, transformación y carga de datos desde un archivo Excel proporcionado por el cliente hacia una base de datos SQLite. El proyecto se ha desarrollado utilizando Python para la automatización de tareas y ha abarcado desde la preparación de datos hasta la creación y población de tablas en la base de datos. Objetivos del Proyecto El objetivo principal de este proyecto fue: Transformar los datos contenidos en el archivo Excel proporcionado por el cliente en una estructura adecuada para su posterior almacenamiento en una base de datos SQLite. Metodología Fase de Extracción Recepción del Archivo Excel: Se elaboro un archivo Excel con datos IA a ser tratados y almacenados. Fase de Transformación Preparación y Limpieza de Datos: Se cargaron los datos del archivo Excel en un DataFrame de Pandas. Se realizaron procesos de limpieza, como la conversión de tipos de datos, manejo de valores nulos e inesperados, y normalización de datos. Se aplicaron funciones de hash y transformaciones para la creación de claves únicas. (https://postimg.cc/yDByLmZB) Diseño de la Base de Datos: Se definieron las tablas y sus relaciones utilizando SQLAlchemy. Se crearon las estructuras de datos correspondientes para reflejar la estructura del modelo de datos. Fase de Carga Automatización del Proceso de Carga: Se estableció la conexión con la base de datos SQLite. Se crearon las consultas SQL necesarias para insertar los datos tratados en las respectivas tablas. Se verificó la inserción exitosa de los datos en la base de datos. Desafíos y Soluciones (https://postimg.cc/jC4L0X5Z) DBMODELO ESTRELLA Desafíos Encarados Manipulación y Tratamiento de Datos Complejos: El archivo Excel contenía datos complejos y diversas inconsistencias que requerían una limpieza detallada y un tratamiento cuidadoso. Modelado y Normalización de Datos: Definir una estructura de base de datos que refleje de manera óptima la complejidad de los datos presentes en el archivo Excel. Soluciones Aplicadas Procesos de Limpieza y Normalización: Se desarrollaron funciones específicas en Python para tratar y limpiar los datos, asegurando consistencia y coherencia en la base de datos resultante. Se aplicaron funciones de hash y transformaciones para garantizar la unicidad de las claves. Diseño Modular y Uso de Bibliotecas Específicas: Se...",README.md,2024-03-03 08:36:27,https://github.com/programmingwithclaudio/etl_servicar_company,"{""proposito_principal"": ""Transformar datos desde un archivo Excel hacia una base de datos SQLite mediante un proceso ETL"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""ETL Pipeline"", ""Data Processing""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""SQLite""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Extracción de datos desde Excel"", ""Limpieza y transformación de datos"", ""Conversión de tipos de datos"", ""Manejo de valores nulos"", ""Normalización de datos"", ""Aplicación de funciones hash"", ""Creación de claves únicas"", ""Diseño de base de datos con modelo estrella"", ""Carga automatizada a SQLite""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Data Processing"", ""ETL"", ""SQLAlchemy"", ""Pandas""]}"
